Timestamp(ms),Current(uA),D0-D7
105937.68,336.599,00000000
105937.69,338.406,00000000
105937.7,337.502,00000000
105937.71,338.406,00000000
105937.72,334.341,00000000
105937.73,333.438,00000000
105937.74,332.987,00000000
105937.75,334.341,00000000
105937.76,338.406,00000000
105937.77,340.213,00000000
105937.78,338.858,00000000
105937.79,336.599,00000000
105937.8,333.438,00000000
105937.81,332.535,00000000
105937.82,333.438,00000000
105937.83,336.599,00000000
105937.84,340.213,00000000
105937.85,340.213,00000000
105937.86,338.406,00000000
105937.87,334.341,00000000
105937.88,332.535,00000000
105937.89,335.695,00000000
105937.9,337.050,00000000
105937.91,337.954,00000000
105937.92,339.309,00000000
105937.93,339.761,00000000
105937.94,337.050,00000000
105937.95,333.889,00000000
105937.96,333.889,00000000
105937.97,336.599,00000000
105937.98,338.406,00000000
105937.99,339.761,00000000
105938,342.474,00000000
105938.01,339.309,00000000
105938.02,336.599,00000000
105938.03,335.244,00000000
105938.04,336.147,00000000
105938.05,336.599,00000000
105938.06,340.213,00000000
105938.07,342.474,00000000
105938.08,342.474,00000000
105938.09,342.022,00000000
105938.1,336.599,00000000
105938.11,336.147,00000000
105938.12,336.599,00000000
105938.13,337.954,00000000
105938.14,339.761,00000000
105938.15,340.665,00000000
105938.16,340.665,00000000
105938.17,338.406,00000000
105938.18,335.244,00000000
105938.19,334.341,00000000
105938.2,336.599,00000000
105938.21,338.406,00000000
105938.22,340.213,00000000
105938.23,341.117,00000000
105938.24,338.858,00000000
105938.25,335.244,00000000
105938.26,336.599,00000000
105938.27,335.695,00000000
105938.28,337.502,00000000
105938.29,342.022,00000000
105938.3,342.022,00000000
105938.31,342.022,00000000
105938.32,339.309,00000000
105938.33,334.792,00000000
105938.34,335.244,00000000
105938.35,337.502,00000000
105938.36,340.213,00000000
105938.37,339.761,00000000
105938.38,342.474,00000000
105938.39,340.665,00000000
105938.4,337.502,00000000
105938.41,336.147,00000000
105938.42,337.502,00000000
105938.43,338.406,00000000
105938.44,341.117,00000000
105938.45,340.665,00000000
105938.46,339.309,00000000
105938.47,337.050,00000000
105938.48,335.244,00000000
105938.49,334.792,00000000
105938.5,337.954,00000000
105938.51,340.213,00000000
105938.52,342.926,00000000
105938.53,342.926,00000000
105938.54,339.309,00000000
105938.55,336.147,00000000
105938.56,334.792,00000000
105938.57,337.050,00000000
105938.58,337.050,00000000
105938.59,341.117,00000000
105938.6,339.761,00000000
105938.61,340.665,00000000
105938.62,338.406,00000000
105938.63,335.695,00000000
105938.64,334.792,00000000
105938.65,337.502,00000000
105938.66,337.954,00000000
105938.67,340.213,00000000
105938.68,342.022,00000000
105938.69,340.665,00000000
105938.7,336.147,00000000
105938.71,336.147,00000000
105938.72,336.599,00000000
105938.73,337.502,00000000
105938.74,337.954,00000000
105938.75,341.117,00000000
105938.76,342.022,00000000
105938.77,338.406,00000000
105938.78,335.244,00000000
105938.79,335.695,00000000
105938.8,336.147,00000000
105938.81,336.599,00000000
105938.82,338.858,00000000
105938.83,340.213,00000000
105938.84,339.309,00000000
105938.85,336.599,00000000
105938.86,333.889,00000000
105938.87,334.792,00000000
105938.88,335.244,00000000
105938.89,338.858,00000000
105938.9,342.022,00000000
105938.91,341.117,00000000
105938.92,337.954,00000000
105938.93,334.792,00000000
105938.94,335.244,00000000
105938.95,337.050,00000000
105938.96,337.502,00000000
105938.97,340.213,00000000
105938.98,341.569,00000000
105938.99,339.309,00000000
105939,336.147,00000000
105939.01,335.244,00000000
105939.02,335.695,00000000
105939.03,337.502,00000000
105939.04,340.665,00000000
105939.05,342.926,00000000
105939.06,342.022,00000000
105939.07,340.213,00000000
105939.08,338.406,00000000
105939.09,338.406,00000000
105939.1,337.050,00000000
105939.11,339.309,00000000
105939.12,342.022,00000000
105939.13,342.926,00000000
105939.14,342.926,00000000
105939.15,339.761,00000000
105939.16,338.406,00000000
105939.17,336.147,00000000
105939.18,338.858,00000000
105939.19,341.569,00000000
105939.2,343.830,00000000
105939.21,344.735,00000000
105939.22,342.022,00000000
105939.23,339.309,00000000
105939.24,335.695,00000000
105939.25,340.213,00000000
105939.26,340.665,00000000
105939.27,343.830,00000000
105939.28,342.022,00000000
105939.29,345.187,00000000
105939.3,339.309,00000000
105939.31,338.406,00000000
105939.32,336.599,00000000
105939.33,338.858,00000000
105939.34,338.858,00000000
105939.35,342.022,00000000
105939.36,344.283,00000000
105939.37,340.213,00000000
105939.38,337.050,00000000
105939.39,337.050,00000000
105939.4,338.858,00000000
105939.41,341.569,00000000
105939.42,343.830,00000000
105939.43,345.640,00000000
105939.44,344.735,00000000
105939.45,343.378,00000000
105939.46,340.213,00000000
105939.47,338.406,00000000
105939.48,338.858,00000000
105939.49,337.954,00000000
105939.5,344.735,00000000
105939.51,345.187,00000000
105939.52,342.926,00000000
105939.53,338.858,00000000
105939.54,337.954,00000000
105939.55,337.954,00000000
105939.56,339.761,00000000
105939.57,344.735,00000000
105939.58,346.545,00000000
105939.59,343.378,00000000
105939.6,342.474,00000000
105939.61,339.309,00000000
105939.62,337.954,00000000
105939.63,340.213,00000000
105939.64,339.761,00000000
105939.65,344.735,00000000
105939.66,344.735,00000000
105939.67,342.926,00000000
105939.68,339.761,00000000
105939.69,337.954,00000000
105939.7,337.502,00000000
105939.71,340.213,00000000
105939.72,341.569,00000000
105939.73,342.474,00000000
105939.74,340.665,00000000
105939.75,340.213,00000000
105939.76,337.954,00000000
105939.77,337.502,00000000
105939.78,340.213,00000000
105939.79,341.569,00000000
105939.8,342.926,00000000
105939.81,345.187,00000000
105939.82,345.640,00000000
105939.83,342.022,00000000
105939.84,339.309,00000000
105939.85,338.858,00000000
105939.86,340.213,00000000
105939.87,340.665,00000000
105939.88,343.378,00000000
105939.89,343.830,00000000
105939.9,342.926,00000000
105939.91,337.954,00000000
105939.92,337.502,00000000
105939.93,339.309,00000000
105939.94,339.761,00000000
105939.95,343.830,00000000
105939.96,345.640,00000000
105939.97,344.735,00000000
105939.98,342.022,00000000
105939.99,336.599,00000000
105940,337.954,00000000
105940.01,339.761,00000000
105940.02,342.022,00000000
105940.03,343.378,00000000
105940.04,344.735,00000000
105940.05,343.830,00000000
105940.06,340.213,00000000
105940.07,338.406,00000000
105940.08,337.954,00000000
105940.09,339.761,00000000
105940.1,343.830,00000000
105940.11,343.378,00000000
105940.12,340.665,00000000
105940.13,342.474,00000000
105940.14,337.954,00000000
105940.15,337.050,00000000
105940.16,339.761,00000000
105940.17,340.665,00000000
105940.18,342.926,00000000
105940.19,342.926,00000000
105940.2,342.022,00000000
105940.21,339.309,00000000
105940.22,337.050,00000000
105940.23,340.213,00000000
105940.24,338.858,00000000
105940.25,342.022,00000000
105940.26,344.735,00000000
105940.27,343.378,00000000
105940.28,339.761,00000000
105940.29,337.050,00000000
105940.3,336.147,00000000
105940.31,337.502,00000000
105940.32,339.309,00000000
105940.33,341.569,00000000
105940.34,342.926,00000000
105940.35,342.022,00000000
105940.36,337.954,00000000
105940.37,336.147,00000000
105940.38,338.406,00000000
105940.39,337.954,00000000
105940.4,341.569,00000000
105940.41,341.569,00000000
105940.42,341.569,00000000
105940.43,339.761,00000000
105940.44,337.050,00000000
105940.45,334.792,00000000
105940.46,336.599,00000000
105940.47,337.954,00000000
105940.48,341.569,00000000
105940.49,341.117,00000000
105940.5,341.569,00000000
105940.51,338.406,00000000
105940.52,335.244,00000000
105940.53,335.695,00000000
105940.54,337.954,00000000
105940.55,339.309,00000000
105940.56,342.926,00000000
105940.57,342.022,00000000
105940.58,341.117,00000000
105940.59,338.406,00000000
105940.6,338.406,00000000
