Timestamp(ms),Current(uA),D0-D7
272294.91,338.858,00000000
272294.92,338.858,00000000
272294.93,338.858,00000000
272294.94,339.761,00000000
272294.95,337.954,00000000
272294.96,340.665,00000000
272294.97,339.761,00000000
272294.98,336.147,00000000
272294.99,338.858,00000000
272295,340.213,00000000
272295.01,338.406,00000000
272295.02,340.213,00000000
272295.03,338.858,00000000
272295.04,339.309,00000000
272295.05,340.665,00000000
272295.06,338.406,00000000
272295.07,336.599,00000000
272295.08,338.858,00000000
272295.09,337.502,00000000
272295.1,337.050,00000000
272295.11,338.406,00000000
272295.12,338.406,00000000
272295.13,338.858,00000000
272295.14,337.954,00000000
272295.15,337.050,00000000
272295.16,339.309,00000000
272295.17,337.502,00000000
272295.18,339.761,00000000
272295.19,340.213,00000000
272295.2,337.954,00000000
272295.21,339.309,00000000
272295.22,339.761,00000000
272295.23,338.858,00000000
272295.24,337.954,00000000
272295.25,337.502,00000000
272295.26,336.147,00000000
272295.27,337.502,00000000
272295.28,335.695,00000000
272295.29,338.406,00000000
272295.3,337.050,00000000
272295.31,337.050,00000000
272295.32,335.244,00000000
272295.33,338.406,00000000
272295.34,338.406,00000000
272295.35,337.954,00000000
272295.36,338.406,00000000
272295.37,337.050,00000000
272295.38,338.406,00000000
272295.39,337.954,00000000
272295.4,337.954,00000000
272295.41,337.050,00000000
272295.42,336.147,00000000
272295.43,337.050,00000000
272295.44,337.502,00000000
272295.45,336.147,00000000
272295.46,339.309,00000000
272295.47,337.502,00000000
272295.48,338.406,00000000
272295.49,338.406,00000000
272295.5,336.599,00000000
272295.51,339.309,00000000
272295.52,339.761,00000000
272295.53,337.050,00000000
272295.54,335.244,00000000
272295.55,337.050,00000000
272295.56,336.599,00000000
272295.57,334.792,00000000
272295.58,336.147,00000000
272295.59,337.502,00000000
272295.6,335.244,00000000
272295.61,336.147,00000000
272295.62,336.147,00000000
272295.63,335.244,00000000
272295.64,336.599,00000000
272295.65,336.599,00000000
272295.66,336.599,00000000
272295.67,336.147,00000000
272295.68,336.599,00000000
272295.69,337.050,00000000
272295.7,333.438,00000000
272295.71,338.406,00000000
272295.72,336.599,00000000
272295.73,336.147,00000000
272295.74,337.050,00000000
272295.75,337.502,00000000
